root - WARNING - step 0: train loss 6.8767, val loss 6.8990, lr 0.0000, mfu -100.00%
root - WARNING - step 13250: train loss 0.9286, val loss 1.0470, lr 0.0010, mfu 2.96%
root - WARNING - step 13500: train loss 0.9229, val loss 1.0447, lr 0.0010, mfu 2.88%
root - WARNING - step 13750: train loss 0.9192, val loss 1.0465, lr 0.0010, mfu 2.71%
root - WARNING - step 14000: train loss 0.9198, val loss 1.0555, lr 0.0010, mfu 2.62%
root - WARNING - step 14250: train loss 0.9197, val loss 1.0498, lr 0.0010, mfu 2.43%
root - WARNING - step 14500: train loss 0.9161, val loss 1.0602, lr 0.0010, mfu 2.53%
root - WARNING - step 14750: train loss 0.9227, val loss 1.0462, lr 0.0010, mfu 2.46%
root - WARNING - step 15000: train loss 0.9197, val loss 1.0492, lr 0.0010, mfu 2.38%
root - WARNING - step 15250: train loss 0.9180, val loss 1.0419, lr 0.0010, mfu 2.47%
root - WARNING - step 15500: train loss 0.9114, val loss 1.0467, lr 0.0010, mfu 2.47%
root - WARNING - step 15750: train loss 0.9170, val loss 1.0432, lr 0.0010, mfu 2.46%
root - WARNING - step 16000: train loss 0.9145, val loss 1.0542, lr 0.0010, mfu 2.41%
root - WARNING - step 16250: train loss 0.9167, val loss 1.0489, lr 0.0010, mfu 2.45%
root - WARNING - step 16500: train loss 0.9163, val loss 1.0456, lr 0.0010, mfu 2.46%
root - WARNING - step 16750: train loss 0.9097, val loss 1.0437, lr 0.0010, mfu 2.46%
root - WARNING - step 17000: train loss 0.9131, val loss 1.0434, lr 0.0010, mfu 2.46%
root - WARNING - step 17250: train loss 0.9106, val loss 1.0448, lr 0.0010, mfu 2.46%
root - WARNING - step 17500: train loss 0.9148, val loss 1.0493, lr 0.0010, mfu 2.99%
root - WARNING - step 17750: train loss 0.9136, val loss 1.0501, lr 0.0010, mfu 2.91%
root - WARNING - step 18000: train loss 0.9115, val loss 1.0457, lr 0.0010, mfu 2.86%
root - WARNING - step 18250: train loss 0.9111, val loss 1.0443, lr 0.0010, mfu 2.72%
root - WARNING - step 18500: train loss 0.9122, val loss 1.0553, lr 0.0010, mfu 2.63%
root - WARNING - step 18750: train loss 0.9062, val loss 1.0477, lr 0.0010, mfu 2.55%
root - WARNING - step 19000: train loss 0.9091, val loss 1.0429, lr 0.0010, mfu 2.56%
root - WARNING - step 15250: train loss 0.9186, val loss 1.0557, lr 0.0010, mfu -100.00%
root - WARNING - step 15500: train loss 0.9177, val loss 1.0515, lr 0.0010, mfu 2.94%
root - WARNING - step 15750: train loss 0.9208, val loss 1.0400, lr 0.0010, mfu 2.89%
root - WARNING - step 16000: train loss 0.9180, val loss 1.0473, lr 0.0010, mfu 2.80%
root - WARNING - step 16250: train loss 0.9184, val loss 1.0414, lr 0.0010, mfu 2.71%
root - WARNING - step 16500: train loss 0.9115, val loss 1.0392, lr 0.0010, mfu 2.61%
root - WARNING - step 16750: train loss 0.9188, val loss 1.0435, lr 0.0010, mfu 2.55%
root - WARNING - step 17000: train loss 0.9188, val loss 1.0497, lr 0.0010, mfu 2.55%
root - WARNING - step 17250: train loss 0.9181, val loss 1.0480, lr 0.0010, mfu 2.55%
root - WARNING - step 17500: train loss 0.9088, val loss 1.0517, lr 0.0010, mfu 2.57%
root - WARNING - step 17750: train loss 0.9129, val loss 1.0502, lr 0.0010, mfu 2.46%
root - WARNING - step 18000: train loss 0.9107, val loss 1.0506, lr 0.0010, mfu 2.47%
root - WARNING - step 18250: train loss 0.9066, val loss 1.0493, lr 0.0010, mfu 2.49%
root - WARNING - step 18500: train loss 0.9135, val loss 1.0488, lr 0.0010, mfu 2.49%
root - WARNING - step 18750: train loss 0.9102, val loss 1.0479, lr 0.0010, mfu 2.48%
root - WARNING - step 19000: train loss 0.9062, val loss 1.0529, lr 0.0010, mfu 2.49%
root - WARNING - step 19250: train loss 0.9126, val loss 1.0508, lr 0.0010, mfu 2.42%
root - WARNING - step 19500: train loss 0.9059, val loss 1.0475, lr 0.0010, mfu 2.44%
root - WARNING - step 19750: train loss 0.9111, val loss 1.0447, lr 0.0010, mfu 2.54%
root - WARNING - step 20000: train loss 0.9084, val loss 1.0464, lr 0.0010, mfu 2.66%
root - WARNING - step 20250: train loss 0.9110, val loss 1.0458, lr 0.0010, mfu 2.62%
root - WARNING - step 20500: train loss 0.9068, val loss 1.0447, lr 0.0010, mfu 2.56%
root - WARNING - step 20750: train loss 0.9087, val loss 1.0487, lr 0.0010, mfu 2.58%
root - WARNING - step 21000: train loss 0.9125, val loss 1.0435, lr 0.0010, mfu 0.69%
root - WARNING - step 21250: train loss 0.9093, val loss 1.0387, lr 0.0010, mfu 3.04%
root - WARNING - step 21250: train loss 0.9040, val loss 1.0412, lr 0.0003, mfu -100.00%
root - WARNING - step 21500: train loss 0.8883, val loss 1.0343, lr 0.0003, mfu 3.01%
root - WARNING - step 21750: train loss 0.8838, val loss 1.0328, lr 0.0003, mfu 2.98%
root - WARNING - step 22000: train loss 0.8799, val loss 1.0306, lr 0.0002, mfu 2.82%
root - WARNING - step 22250: train loss 0.8806, val loss 1.0429, lr 0.0002, mfu 2.85%
root - WARNING - step 22500: train loss 0.8789, val loss 1.0302, lr 0.0002, mfu 2.90%
root - WARNING - step 22750: train loss 0.8748, val loss 1.0375, lr 0.0002, mfu 2.90%
root - WARNING - step 23000: train loss 0.8808, val loss 1.0278, lr 0.0002, mfu 2.87%
root - WARNING - step 23250: train loss 0.8751, val loss 1.0298, lr 0.0002, mfu 2.74%
root - WARNING - step 23500: train loss 0.8769, val loss 1.0300, lr 0.0002, mfu 2.62%
root - WARNING - step 23750: train loss 0.8699, val loss 1.0302, lr 0.0002, mfu 2.62%
root - WARNING - step 24000: train loss 0.8684, val loss 1.0300, lr 0.0002, mfu 2.63%
root - WARNING - step 24250: train loss 0.8725, val loss 1.0295, lr 0.0002, mfu 2.63%
root - WARNING - step 24500: train loss 0.8689, val loss 1.0328, lr 0.0002, mfu 2.61%
root - WARNING - step 24750: train loss 0.8676, val loss 1.0307, lr 0.0002, mfu 2.66%
root - WARNING - step 25000: train loss 0.8692, val loss 1.0295, lr 0.0002, mfu 2.66%
root - WARNING - step 25250: train loss 0.8662, val loss 1.0275, lr 0.0002, mfu 2.64%
root - WARNING - step 25500: train loss 0.8655, val loss 1.0292, lr 0.0001, mfu 2.66%
root - WARNING - step 25750: train loss 0.8670, val loss 1.0318, lr 0.0001, mfu 2.66%
root - WARNING - step 26000: train loss 0.8659, val loss 1.0337, lr 0.0001, mfu 2.75%
root - WARNING - step 26250: train loss 0.8675, val loss 1.0321, lr 0.0001, mfu 2.73%
root - WARNING - step 26500: train loss 0.8656, val loss 1.0278, lr 0.0001, mfu 2.70%
root - WARNING - step 26750: train loss 0.8651, val loss 1.0366, lr 0.0001, mfu 3.09%
root - WARNING - step 25250: train loss 0.8693, val loss 1.0257, lr 0.0005, mfu -100.00%
root - WARNING - step 25500: train loss 0.8782, val loss 1.0383, lr 0.0005, mfu 2.94%
root - WARNING - step 25750: train loss 0.8746, val loss 1.0382, lr 0.0005, mfu 2.90%
root - WARNING - step 26000: train loss 0.8733, val loss 1.0295, lr 0.0005, mfu 2.88%
root - WARNING - step 26250: train loss 0.8802, val loss 1.0461, lr 0.0005, mfu 2.81%
root - WARNING - step 26500: train loss 0.8770, val loss 1.0450, lr 0.0005, mfu 2.76%
root - WARNING - step 26750: train loss 0.8795, val loss 1.0404, lr 0.0005, mfu 2.75%
root - WARNING - step 27000: train loss 0.8811, val loss 1.0394, lr 0.0004, mfu 2.72%
root - WARNING - step 27250: train loss 0.8867, val loss 1.0376, lr 0.0004, mfu 2.71%
root - WARNING - step 27500: train loss 0.8774, val loss 1.0384, lr 0.0004, mfu 2.72%
root - WARNING - step 27750: train loss 0.8767, val loss 1.0404, lr 0.0004, mfu 2.71%
root - WARNING - step 28000: train loss 0.8714, val loss 1.0405, lr 0.0004, mfu 2.71%
root - WARNING - step 28250: train loss 0.8757, val loss 1.0348, lr 0.0004, mfu 2.72%
root - WARNING - step 28500: train loss 0.8767, val loss 1.0372, lr 0.0004, mfu 2.72%
root - WARNING - step 28750: train loss 0.8794, val loss 1.0446, lr 0.0004, mfu 0.68%
root - WARNING - step 29000: train loss 0.8707, val loss 1.0433, lr 0.0004, mfu 0.68%
root - WARNING - step 29250: train loss 0.8744, val loss 1.0315, lr 0.0004, mfu 3.10%
root - WARNING - step 29500: train loss 0.8772, val loss 1.0435, lr 0.0004, mfu 2.96%
root - WARNING - step 29750: train loss 0.8734, val loss 1.0360, lr 0.0004, mfu 2.93%
root - WARNING - step 30000: train loss 0.8666, val loss 1.0387, lr 0.0004, mfu 2.89%
root - WARNING - step 30250: train loss 0.8676, val loss 1.0456, lr 0.0003, mfu 2.88%
root - WARNING - step 30500: train loss 0.8706, val loss 1.0444, lr 0.0003, mfu 2.86%
root - WARNING - step 30750: train loss 0.8674, val loss 1.0377, lr 0.0003, mfu 2.65%
root - WARNING - step 31000: train loss 0.8728, val loss 1.0376, lr 0.0003, mfu 2.64%
root - WARNING - step 31250: train loss 0.8635, val loss 1.0362, lr 0.0003, mfu 2.65%
root - WARNING - step 31500: train loss 0.8671, val loss 1.0360, lr 0.0003, mfu 2.64%
root - WARNING - step 31750: train loss 0.8679, val loss 1.0356, lr 0.0003, mfu 2.65%
root - WARNING - step 32000: train loss 0.8667, val loss 1.0340, lr 0.0003, mfu 2.43%
root - WARNING - step 32250: train loss 0.8688, val loss 1.0290, lr 0.0003, mfu 2.64%
root - WARNING - step 32500: train loss 0.8690, val loss 1.0370, lr 0.0003, mfu 0.69%
root - WARNING - step 32750: train loss 0.8704, val loss 1.0349, lr 0.0003, mfu 0.68%
root - WARNING - step 33000: train loss 0.8627, val loss 1.0441, lr 0.0003, mfu 0.68%
root - WARNING - step 33250: train loss 0.8639, val loss 1.0370, lr 0.0003, mfu 0.68%
root - WARNING - step 33500: train loss 0.8613, val loss 1.0356, lr 0.0003, mfu 0.68%
root - WARNING - step 33750: train loss 0.8646, val loss 1.0410, lr 0.0002, mfu 2.39%
root - WARNING - step 34000: train loss 0.8611, val loss 1.0366, lr 0.0002, mfu 0.69%
root - WARNING - step 34250: train loss 0.8618, val loss 1.0394, lr 0.0002, mfu 0.69%
root - WARNING - step 34500: train loss 0.8586, val loss 1.0343, lr 0.0002, mfu 2.87%
root - WARNING - step 34750: train loss 0.8590, val loss 1.0378, lr 0.0002, mfu 2.58%
root - WARNING - step 35000: train loss 0.8634, val loss 1.0373, lr 0.0002, mfu 2.51%
root - WARNING - step 35250: train loss 0.8593, val loss 1.0411, lr 0.0002, mfu 2.48%
root - WARNING - step 35500: train loss 0.8534, val loss 1.0308, lr 0.0002, mfu 2.55%
root - WARNING - step 35750: train loss 0.8657, val loss 1.0387, lr 0.0002, mfu 2.55%
root - WARNING - step 36000: train loss 0.8604, val loss 1.0353, lr 0.0002, mfu 2.55%
root - WARNING - step 36250: train loss 0.8522, val loss 1.0363, lr 0.0002, mfu 2.55%
root - WARNING - step 36500: train loss 0.8562, val loss 1.0290, lr 0.0002, mfu 2.55%
root - WARNING - step 36750: train loss 0.8661, val loss 1.0417, lr 0.0002, mfu 2.52%
root - WARNING - step 37000: train loss 0.8579, val loss 1.0297, lr 0.0002, mfu 2.52%
root - WARNING - step 37250: train loss 0.8511, val loss 1.0357, lr 0.0002, mfu 2.52%
root - WARNING - step 37500: train loss 0.8567, val loss 1.0327, lr 0.0002, mfu 2.39%
root - WARNING - step 37750: train loss 0.8523, val loss 1.0382, lr 0.0002, mfu 2.38%
root - WARNING - step 38000: train loss 0.8494, val loss 1.0327, lr 0.0001, mfu 2.38%
root - WARNING - step 38250: train loss 0.8513, val loss 1.0284, lr 0.0001, mfu 2.46%
root - WARNING - step 38500: train loss 0.8557, val loss 1.0358, lr 0.0001, mfu 2.47%
root - WARNING - step 38750: train loss 0.8470, val loss 1.0376, lr 0.0001, mfu 2.96%
root - WARNING - step 39000: train loss 0.8549, val loss 1.0317, lr 0.0001, mfu 2.87%
root - WARNING - step 39250: train loss 0.8538, val loss 1.0402, lr 0.0001, mfu 2.73%
root - WARNING - step 39500: train loss 0.8517, val loss 1.0330, lr 0.0001, mfu 2.65%
root - WARNING - step 39750: train loss 0.8529, val loss 1.0378, lr 0.0001, mfu 2.65%
root - WARNING - step 40000: train loss 0.8494, val loss 1.0368, lr 0.0001, mfu 2.57%
root - WARNING - step 40250: train loss 0.8482, val loss 1.0336, lr 0.0001, mfu 2.60%
root - WARNING - step 40500: train loss 0.8492, val loss 1.0315, lr 0.0001, mfu 2.66%
root - WARNING - step 40750: train loss 0.8452, val loss 1.0259, lr 0.0001, mfu 2.63%
root - WARNING - step 41000: train loss 0.8533, val loss 1.0319, lr 0.0001, mfu 2.69%
root - WARNING - step 41250: train loss 0.8531, val loss 1.0385, lr 0.0001, mfu 2.68%
root - WARNING - step 41500: train loss 0.8487, val loss 1.0321, lr 0.0001, mfu 2.63%
root - WARNING - step 41750: train loss 0.8442, val loss 1.0385, lr 0.0001, mfu 2.52%
root - WARNING - step 42000: train loss 0.8473, val loss 1.0393, lr 0.0001, mfu 2.64%
root - WARNING - step 42250: train loss 0.8506, val loss 1.0321, lr 0.0001, mfu 2.65%
root - WARNING - step 42500: train loss 0.8510, val loss 1.0402, lr 0.0001, mfu 2.66%
root - WARNING - step 42750: train loss 0.8484, val loss 1.0404, lr 0.0001, mfu 2.65%
root - WARNING - step 43000: train loss 0.8461, val loss 1.0262, lr 0.0001, mfu 2.70%
root - WARNING - step 43250: train loss 0.8402, val loss 1.0296, lr 0.0001, mfu 2.80%
root - WARNING - step 43500: train loss 0.8488, val loss 1.0340, lr 0.0001, mfu 2.79%
root - WARNING - step 43750: train loss 0.8489, val loss 1.0309, lr 0.0000, mfu 0.85%
root - WARNING - step 44000: train loss 0.8449, val loss 1.0303, lr 0.0000, mfu 0.69%
root - WARNING - step 44250: train loss 0.8442, val loss 1.0279, lr 0.0000, mfu 2.99%
root - WARNING - step 44500: train loss 0.8430, val loss 1.0361, lr 0.0000, mfu 2.85%
root - WARNING - step 44750: train loss 0.8498, val loss 1.0341, lr 0.0000, mfu 2.78%
root - WARNING - step 45000: train loss 0.8463, val loss 1.0269, lr 0.0000, mfu 2.75%
root - WARNING - step 45250: train loss 0.8427, val loss 1.0422, lr 0.0000, mfu 2.70%
root - WARNING - step 45500: train loss 0.8470, val loss 1.0391, lr 0.0000, mfu 2.69%
root - WARNING - step 45750: train loss 0.8525, val loss 1.0381, lr 0.0000, mfu 2.69%
root - WARNING - step 46000: train loss 0.8395, val loss 1.0377, lr 0.0000, mfu 2.69%
root - WARNING - step 25250: train loss 0.878645, val loss 1.041544, lr 0.000499, mfu -100.00%
root - WARNING - step 25500: train loss 0.880338, val loss 1.036655, lr 0.000491, mfu 2.66%
root - WARNING - step 25750: train loss 0.875725, val loss 1.032331, lr 0.000483, mfu 2.48%
root - WARNING - step 25250: train loss 0.867021, val loss 1.031004, lr 0.000005, mfu -100.00%
root - WARNING - step 25500: train loss 0.864131, val loss 1.031226, lr 0.000005, mfu 2.45%
root - WARNING - step 25750: train loss 0.859871, val loss 1.031084, lr 0.000005, mfu 2.63%
